product_url,product_color,product_image,product_image_main,product_title,product_description,product_price,image_path
https://www2.hm.com/en_in/productpage.1064346003.html,Black,,"https://lp2.hm.com/hmgoepprod?set=source[/22/09/220958f2843ff0650d3efc0da582da1a796e4c06.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/fullscreen]",Regular Fit Linen-blend trousers,,"Rs.2,299.00",/content/drive/MyDrive/images/85bd62ea-f4fa-4ddc-b009-170c19cb7b1e.jpg
https://www2.hm.com/en_in/productpage.1198604003.html,Navy blue,,"https://lp2.hm.com/hmgoepprod?set=source[/9a/19/9a19fab9bd9533eb7a5104cf34f14829cb643a75.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/fullscreen]",DryMove™ Sports vest top,,Rs.799.00,/content/drive/MyDrive/images/9e87c4ef-8f7a-4aa2-a810-c59af82c953a.jpg
https://www2.hm.com/en_in/productpage.1012056002.html,Grey marl,,"https://lp2.hm.com/hmgoepprod?set=source[/70/90/7090859755dd5b6c809c17cee153b092459be037.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/fullscreen]",Relaxed Fit Sweatpants,,"Rs.1,499.00",/content/drive/MyDrive/images/324ce6a0-a14c-47f4-8ca8-234162a51622.jpg
https://www2.hm.com/en_in/productpage.1101074001.html,White,,"https://lp2.hm.com/hmgoepprod?set=source[/35/f7/35f73f439f9414faa189d4de0e6506ad21ac7a36.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/fullscreen]",Slim Fit Pima cotton T-shirt,,"Rs.1,299.00",/content/drive/MyDrive/images/cbde3e27-3b05-4c48-a807-3477ab25ea99.jpg
https://www2.hm.com/en_in/productpage.1217783001.html,Black,,"https://lp2.hm.com/hmgoepprod?set=source[/9c/d3/9cd369e1add69823456210290daf64ca44ce3235.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/fullscreen]",Crossbody bag,,"Rs.2,299.00",/content/drive/MyDrive/images/574b7bd2-03ff-4e24-b6ec-fd2bd4a69c0c.jpg
https://www2.hm.com/en_in/productpage.1219129002.html,Black,,"https://lp2.hm.com/hmgoepprod?set=source[/c8/46/c84671c016c87935e50f221207f1efb3d54a59b4.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/fullscreen]",Slim Fit Textured-knit polo shirt,,"Rs.2,299.00",/content/drive/MyDrive/images/20a8f967-f482-430c-b998-0b5ff46457a0.jpg
https://www2.hm.com/en_in/productpage.1238203002.html,Light blue/Skateboarder,,"https://lp2.hm.com/hmgoepprod?set=source[/c3/6f/c36f9f0e06e13283800282bf93944810e85f2f72.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/fullscreen]",Loose Fit Printed T-shirt,,"Rs.1,299.00",/content/drive/MyDrive/images/7bde43ae-5a1d-48e5-adef-3822587a5262.jpg
https://www2.hm.com/en_in/productpage.1148164008.html,Cream/Navy blue striped,,"https://lp2.hm.com/hmgoepprod?set=source[/b9/d5/b9d5e76bf14c71684aa49a7f474f66ef4845072d.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/fullscreen]",Regular Fit Polo shirt,,"Rs.2,299.00",/content/drive/MyDrive/images/efab18b7-249b-440c-9693-6474c0687327.jpg
https://www2.hm.com/en_in/productpage.1130309017.html,Denim blue,,"https://lp2.hm.com/hmgoepprod?set=source[/b0/3e/b03e0aa97d73750524e8cef2ced41ec3078cb13d.jpg],origin[dam],category[men_jeans_loose],type[DESCRIPTIVESTILLLIFE],res[z],hmver[2]&call=url[file:/product/fullscreen]",Baggy Jeans,,"Rs.2,699.00",/content/drive/MyDrive/images/299849a9-c454-430e-989d-fd17911299b8.jpg
https://www2.hm.com/en_in/productpage.1216620002.html,Navy blue/Striped,,"https://lp2.hm.com/hmgoepprod?set=source[/5b/eb/5beb154dcf0e9b759864c1b4b597797fae2f48af.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[z],hmver[2]&call=url[file:/product/fullscreen]",Regular Fit T-shirt,,"Rs.1,499.00",/content/drive/MyDrive/images/d3390af2-7220-41f7-b233-dc38a271ebe4.jpg
https://www2.hm.com/en_in/productpage.0972640069.html,White/Kodak,,"https://lp2.hm.com/hmgoepprod?set=source[/a1/67/a167824d23215874d11247904ba6b85a82b08b67.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[z],hmver[2]&call=url[file:/product/fullscreen]",Loose Fit T-shirt,,"Rs.1,299.00",/content/drive/MyDrive/images/e555a7aa-1976-42dc-8335-b3201a123e60.jpg
https://www2.hm.com/en_in/productpage.1214625005.html,Turquoise,,"https://lp2.hm.com/hmgoepprod?set=source[/ca/ed/caedb7cca74a264cd2104bfef4172e5131617d52.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[z],hmver[2]&call=url[file:/product/fullscreen]",Loose Fit T-shirt,,Rs.899.00,/content/drive/MyDrive/images/3c920813-c367-474d-a109-e5e27251d96e.jpg
https://www2.hm.com/en_in/productpage.1127523002.html,Light beige,,"https://lp2.hm.com/hmgoepprod?set=source[/45/b5/45b52ed8f68a5cddbebd0c8e2c7f25bd260b882a.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[z],hmver[2]&call=url[file:/product/fullscreen]",Regular Fit Linen shirt,,"Rs.2,999.00",/content/drive/MyDrive/images/a10f7b7a-ae5a-4c29-be59-725d270ef3ea.jpg
https://www2.hm.com/en_in/productpage.1008549004.html,Dark blue,,"https://lp2.hm.com/hmgoepprod?set=source[/33/0e/330e3a7c768c87902b141b6b6ab1e3fde8a324b3.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[z],hmver[2]&call=url[file:/product/fullscreen]",Straight Regular Jeans,,"Rs.1,799.00",/content/drive/MyDrive/images/c5955323-e578-46a7-b257-57869c4a6534.jpg
https://www2.hm.com/en_in/productpage.1028144027.html,Blue,,"https://lp2.hm.com/hmgoepprod?set=source[/09/f3/09f34860276c9967da6991b9af221002c650bb61.jpg],origin[dam],category[men_shirts_casual],type[DESCRIPTIVESTILLLIFE],res[z],hmver[2]&call=url[file:/product/fullscreen]",Relaxed Fit Short-sleeved shirt,,"Rs.1,299.00",/content/drive/MyDrive/images/63fd9108-e739-49e6-aec8-e160e77aa85b.jpg
https://www2.hm.com/en_in/productpage.1011890018.html,Light beige,,"https://lp2.hm.com/hmgoepprod?set=source[/4a/b7/4ab7e7a222e5ba30a6faabad25824dbfaabb1a3f.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[DESCRIPTIVESTILLLIFE],res[z],hmver[2]&call=url[file:/product/fullscreen]",Loose Fit Zip-through hoodie,,"Rs.1,499.00",/content/drive/MyDrive/images/52b53ad7-4de1-4d5e-bcc8-aa5bd53d1dc4.jpg
https://www2.hm.com/en_in/productpage.1003662012.html,Light beige,,"https://lp2.hm.com/hmgoepprod?set=source[/74/7c/747c05e98d8e3196d2ac619d99e250be4c32ee6a.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[z],hmver[2]&call=url[file:/product/fullscreen]",Loose Fit T-shirt,,Rs.699.00,/content/drive/MyDrive/images/2362bd5a-458a-4a52-b050-ab38a706db1e.jpg
https://www2.hm.com/en_in/productpage.1212620001.html,Cream/Good Luck,,"https://lp2.hm.com/hmgoepprod?set=source[/ec/5a/ec5a688ffa9fc2057bade3c1922cc93b003d99eb.jpg],origin[dam],category[men_shirts_casual],type[DESCRIPTIVESTILLLIFE],res[z],hmver[2]&call=url[file:/product/fullscreen]",Loose Fit Resort shirt,,"Rs.1,799.00",/content/drive/MyDrive/images/017c3e03-ab5e-4ad3-8870-ea104776299a.jpg
https://www2.hm.com/en_in/productpage.1208713003.html,Dark denim blue,,"https://lp2.hm.com/hmgoepprod?set=source[/39/09/390919f3ea655e5e041bd6257f5ad7940da7a2cf.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[z],hmver[2]&call=url[file:/product/fullscreen]",Loose Jeans,,"Rs.1,999.00",/content/drive/MyDrive/images/d86054ba-6cdf-4e85-8bea-09b8f0bd90dc.jpg
https://www2.hm.com/en_in/productpage.1157679003.html,Silver-coloured/Black,,"https://lp2.hm.com/hmgoepprod?set=source[/40/34/4034eea1720b1d8e04b1999c26a558cf3e88fd7b.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[z],hmver[2]&call=url[file:/product/fullscreen]",2-pack necklaces,,Rs.799.00,/content/drive/MyDrive/images/fb323ce5-bb40-40f8-be7a-cbd91655ba94.jpg
https://www2.hm.com/en_in/productpage.1034065075.html,Cream/Breathe,,"https://lp2.hm.com/hmgoepprod?set=source[/fc/df/fcdf84959ecc1fd247137e9cc369d8b65aea6e0e.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[z],hmver[2]&call=url[file:/product/fullscreen]",Loose Fit Printed T-shirt,,"Rs.1,299.00",/content/drive/MyDrive/images/bfaaf950-84a1-48ed-bbe8-00e043990963.jpg
https://www2.hm.com/en_in/productpage.1024256015.html,Dark denim blue,,"https://lp2.hm.com/hmgoepprod?set=source[/42/a0/42a0abd4284452df47aa2494bba4969090c50ecf.jpg],origin[dam],category[men_jeans_slim],type[DESCRIPTIVESTILLLIFE],res[z],hmver[2]&call=url[file:/product/fullscreen]",Slim Jeans,,"Rs.1,799.00",/content/drive/MyDrive/images/96cfaa97-331c-4f5b-a564-d994c9acaab2.jpg
https://www2.hm.com/en_in/productpage.0570002001.html,Black,,"https://lp2.hm.com/hmgoepprod?set=source[/56/54/56544c69635cc0c4bfaf097226b7f1021a83a09d.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[z],hmver[1]&call=url[file:/product/fullscreen]",Slim Fit T-shirt,,Rs.699.00,/content/drive/MyDrive/images/cce25e0d-4b29-4daa-ab8a-7b7968fc9e2b.jpg
https://www2.hm.com/en_in/productpage.0608945120.html,Green,,"https://lp2.hm.com/hmgoepprod?set=source[/f6/85/f685919788fd3a6808de2d81e0bfbb1646bdfbaf.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[z],hmver[2]&call=url[file:/product/fullscreen]",Loose Fit T-shirt,,Rs.799.00,/content/drive/MyDrive/images/e317870c-9523-4c2e-ae1d-9c30f0bfe5c4.jpg
https://www2.hm.com/en_in/productpage.1209625001.html,Teal/Striped,,"https://lp2.hm.com/hmgoepprod?set=source[/b5/f1/b5f1fe6ca95da19ebc7878e288ab29636f2b361d.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[z],hmver[2]&call=url[file:/product/fullscreen]",Relaxed Fit T-shirt,,"Rs.1,499.00",/content/drive/MyDrive/images/dd3dc9d1-fc66-45f9-be44-31960fae7efb.jpg
https://www2.hm.com/en_in/productpage.0970819081.html,Brown,,"https://lp2.hm.com/hmgoepprod?set=source[/a0/85/a085fc513c0b2993a6038208f53df8f50f365b46.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[DESCRIPTIVESTILLLIFE],res[z],hmver[2]&call=url[file:/product/fullscreen]",Loose Fit Hoodie,,"Rs.1,499.00",/content/drive/MyDrive/images/171d9ee8-00e5-4ad8-8354-eaf77f960e4a.jpg
https://www2.hm.com/en_in/productpage.1003662060.html,Bright blue,,"https://lp2.hm.com/hmgoepprod?set=source[/83/e8/83e8f957d0ad1cf0c79acbc89239ca17a74c4c7e.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[z],hmver[3]&call=url[file:/product/fullscreen]",Loose Fit T-shirt,,Rs.699.00,/content/drive/MyDrive/images/ee579d7b-3763-46c9-8579-e94aa81ed352.jpg
https://www2.hm.com/en_in/productpage.1218674002.html,Light blue/Striped,,"https://lp2.hm.com/hmgoepprod?set=source[/b9/94/b99421382b55c4b84998a10e0fa340ecafaff167.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[z],hmver[2]&call=url[file:/product/fullscreen]",Loose Fit Short-sleeved Oxford shirt,,"Rs.1,499.00",/content/drive/MyDrive/images/989f419c-ba2e-47a0-9d1f-8a8f8a265200.jpg
https://www2.hm.com/en_in/productpage.1212433001.html,Black/Harlem,,"https://lp2.hm.com/hmgoepprod?set=source[/3f/c8/3fc8efa46b1c0c3081541fc2c75c4d090a110583.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[z],hmver[2]&call=url[file:/product/fullscreen]",Oversized Fit Long-sleeved mesh top,,"Rs.2,299.00",/content/drive/MyDrive/images/2e079678-c523-4c58-9765-f4cefde1b2cb.jpg
https://www2.hm.com/en_in/productpage.0970818051.html,Light grey marl,,"https://lp2.hm.com/hmgoepprod?set=source[/84/b0/84b01ab0b5609c16bf02b48c43589c683aa59595.jpg],origin[dam],category[men_hoodiessweatshirts_sweatshirts],type[DESCRIPTIVESTILLLIFE],res[z],hmver[2]&call=url[file:/product/fullscreen]",Loose Fit Sweatshirt,,Rs.799.00,/content/drive/MyDrive/images/627f43ad-8277-4082-8414-4629a25c4a47.jpg
https://www2.hm.com/en_in/productpage.0795243025.html,Greige,,"https://lp2.hm.com/hmgoepprod?set=source[/46/5e/465eee4ce04950452e2419bb5a033a3fd226f934.jpg],origin[dam],category[men_tshirtstanks],type[DESCRIPTIVESTILLLIFE],res[z],hmver[2]&call=url[file:/product/fullscreen]",Slim Fit Waffled jersey top,,"Rs.1,299.00",/content/drive/MyDrive/images/d475ce45-16e9-4c33-8518-2c9fd361f473.jpg
https://www2.hm.com/en_in/productpage.1219663003.html,Greige,,"https://lp2.hm.com/hmgoepprod?set=source[/33/89/3389597c6b0e690e02861e9ffafecbc982a4e7f1.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[z],hmver[2]&call=url[file:/product/fullscreen]",Regular Fit Pointelle-knit T-shirt,,"Rs.1,499.00",/content/drive/MyDrive/images/e0f68611-09cf-47df-8c1b-9047ea0a06eb.jpg
https://www2.hm.com/en_in/productpage.1037593031.html,Beige,,"https://lp2.hm.com/hmgoepprod?set=source[/00/79/00792d85a6f093d63513805bb50755be65e625b6.jpg],origin[dam],category[men_shorts_casual],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/fullscreen]",Regular Fit Cotton shorts,,"Rs.1,299.00",/content/drive/MyDrive/images/2d9cdc23-5147-4629-877f-b94b65acaf15.jpg
https://www2.hm.com/en_in/productpage.1037593030.html,Brown,,"https://lp2.hm.com/hmgoepprod?set=source[/bb/d3/bbd36e1227fe6eca7e7039f74ed27062c15caf9c.jpg],origin[dam],category[men_shorts_casual],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/fullscreen]",Regular Fit Cotton shorts,,"Rs.1,299.00",/content/drive/MyDrive/images/d9d49450-07c8-4132-99e5-2a3a28883358.jpg
https://www2.hm.com/en_in/productpage.0569984001.html,Black,,"https://lp2.hm.com/hmgoepprod?set=source[/fa/b1/fab1053ac2f14ab199376c09c4a3acfbcda25e8f.jpg],origin[dam],category[men_tshirtstanks_longsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/fullscreen]",Slim Fit Jersey top,,Rs.799.00,/content/drive/MyDrive/images/a9d475a5-ae86-47f3-af77-596e734cb52b.jpg
https://www2.hm.com/en_in/productpage.1158018017.html,White/Slice it,,"https://lp2.hm.com/hmgoepprod?set=source[/dc/ae/dcae261cf034674b46183689b35d23d548446a68.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/fullscreen]",DryMove™ Loose Fit Sports T-shirt with cotton feel,,"Rs.1,299.00",/content/drive/MyDrive/images/9dd8ace1-07ba-446c-a874-0d3ad8fd07f1.jpg
